launch_time,users,converted_users,event_time,busy,available
2023-12-20 06:52:00,4,2,2023-12-20 06:52:00,95,14
2023-12-20 06:53:00,4,2,2023-12-20 06:53:00,79,31
2023-12-20 06:54:00,4,2,2023-12-20 06:54:00,66,42
2023-12-20 06:55:00,3,0,2023-12-20 06:55:00,48,50
2023-12-20 06:56:00,8,3,2023-12-20 06:56:00,57,36
2023-12-20 06:57:00,9,3,2023-12-20 06:57:00,69,24
2023-12-20 06:58:00,7,1,2023-12-20 06:58:00,84,21
2023-12-20 06:59:00,5,1,2023-12-20 06:59:00,81,26
2023-12-20 07:00:00,14,6,2023-12-20 07:00:00,75,32
2023-12-20 07:01:00,10,3,2023-12-20 07:01:00,70,36
2023-12-20 07:02:00,8,0,2023-12-20 07:02:00,86,21
2023-12-20 07:03:00,13,1,2023-12-20 07:03:00,94,20
2023-12-20 07:04:00,7,0,2023-12-20 07:04:00,95,21
2023-12-20 07:05:00,9,1,2023-12-20 07:05:00,84,27
2023-12-20 07:06:00,3,1,2023-12-20 07:06:00,84,27
2023-12-20 07:07:00,9,1,2023-12-20 07:07:00,75,36
2023-12-20 07:08:00,11,1,2023-12-20 07:08:00,76,35
2023-12-20 07:09:00,8,2,2023-12-20 07:09:00,94,18
2023-12-20 07:10:00,4,2,2023-12-20 07:10:00,62,49
2023-12-20 07:11:00,6,1,2023-12-20 07:11:00,80,31
2023-12-20 07:12:00,2,2,2023-12-20 07:12:00,64,47
2023-12-20 07:13:00,6,2,2023-12-20 07:13:00,87,20
2023-12-20 07:14:00,6,1,2023-12-20 07:14:00,72,32
2023-12-20 07:15:00,3,1,2023-12-20 07:15:00,62,38
2023-12-20 07:16:00,5,1,2023-12-20 07:16:00,49,51
2023-12-20 07:17:00,3,1,2023-12-20 07:17:00,59,42
2023-12-20 07:18:00,2,1,2023-12-20 07:18:00,58,39
2023-12-20 07:19:00,6,0,2023-12-20 07:19:00,60,37
2023-12-20 07:20:00,5,4,2023-12-20 07:20:00,82,16
2023-12-20 07:21:00,9,3,2023-12-20 07:21:00,71,31
2023-12-20 07:22:00,5,0,2023-12-20 07:22:00,75,27
2023-12-20 07:23:00,6,1,2023-12-20 07:23:00,79,26
2023-12-20 07:24:00,4,1,2023-12-20 07:24:00,81,28
2023-12-20 07:25:00,5,1,2023-12-20 07:25:00,86,23
2023-12-20 07:26:00,1,0,2023-12-20 07:26:00,88,21
2023-12-20 07:27:00,4,2,2023-12-20 07:27:00,82,27
2023-12-20 07:28:00,8,1,2023-12-20 07:28:00,74,34
2023-12-20 07:29:00,3,0,2023-12-20 07:29:00,90,18
2023-12-20 07:30:00,4,0,2023-12-20 07:30:00,91,18
2023-12-20 07:31:00,6,2,2023-12-20 07:31:00,88,18
2023-12-20 07:32:00,4,0,2023-12-20 07:32:00,68,38
2023-12-20 07:33:00,8,2,2023-12-20 07:33:00,58,48
2023-12-20 07:34:00,1,0,2023-12-20 07:34:00,66,40
2023-12-20 07:35:00,6,3,2023-12-20 07:35:00,59,45
2023-12-20 07:36:00,4,1,2023-12-20 07:36:00,69,34
2023-12-20 07:37:00,7,4,2023-12-20 07:37:00,81,21
2023-12-20 07:38:00,6,2,2023-12-20 07:38:00,79,22
2023-12-20 07:39:00,8,3,2023-12-20 07:39:00,79,22
2023-12-20 07:40:00,8,2,2023-12-20 07:40:00,83,18
2023-12-20 07:41:00,11,7,2023-12-20 07:41:00,84,17
2023-12-20 07:42:00,5,3,2023-12-20 07:42:00,72,27
2023-12-20 07:43:00,4,2,2023-12-20 07:43:00,69,30
2023-12-20 07:44:00,5,1,2023-12-20 07:44:00,88,8
2023-12-20 07:45:00,6,1,2023-12-20 07:45:00,74,21
2023-12-20 07:46:00,3,1,2023-12-20 07:46:00,77,21
2023-12-20 07:47:00,5,3,2023-12-20 07:47:00,60,38
2023-12-20 07:48:00,3,1,2023-12-20 07:48:00,61,37
2023-12-20 07:49:00,5,2,2023-12-20 07:49:00,68,30
2023-12-20 07:50:00,4,1,2023-12-20 07:50:00,70,28
2023-12-20 07:51:00,10,2,2023-12-20 07:51:00,82,16
2023-12-20 07:52:00,8,4,2023-12-20 07:52:00,82,16
2023-12-20 07:53:00,8,1,2023-12-20 07:53:00,80,22
2023-12-20 07:54:00,5,0,2023-12-20 07:54:00,81,17
2023-12-20 07:55:00,6,0,2023-12-20 07:55:00,82,17
2023-12-20 07:56:00,6,3,2023-12-20 07:56:00,81,17
2023-12-20 07:57:00,10,2,2023-12-20 07:57:00,84,14
2023-12-20 07:58:00,1,1,2023-12-20 07:58:00,84,14
2023-12-20 07:59:00,5,0,2023-12-20 07:59:00,71,33
2023-12-20 08:00:00,8,2,2023-12-20 08:00:00,78,26
2023-12-20 08:01:00,11,1,2023-12-20 08:01:00,88,14
2023-12-20 08:02:00,7,3,2023-12-20 08:02:00,85,20
2023-12-20 08:03:00,7,4,2023-12-20 08:03:00,80,25
2023-12-20 08:04:00,5,0,2023-12-20 08:04:00,84,21
2023-12-20 08:05:00,4,1,2023-12-20 08:05:00,73,29
2023-12-20 08:06:00,11,1,2023-12-20 08:06:00,89,12
2023-12-20 08:07:00,4,1,2023-12-20 08:07:00,95,6
2023-12-20 08:09:00,6,0,2023-12-20 08:09:00,84,15
2023-12-20 08:10:00,3,0,2023-12-20 08:10:00,82,18
2023-12-20 08:11:00,6,1,2023-12-20 08:11:00,83,17
2023-12-20 08:12:00,13,4,2023-12-20 08:12:00,77,22
2023-12-20 08:13:00,6,1,2023-12-20 08:13:00,78,21
2023-12-20 08:14:00,4,2,2023-12-20 08:14:00,75,24
2023-12-20 08:15:00,13,1,2023-12-20 08:15:00,75,25
2023-12-20 08:16:00,3,1,2023-12-20 08:16:00,79,20
2023-12-20 08:17:00,6,1,2023-12-20 08:17:00,85,14
2023-12-20 08:18:00,3,2,2023-12-20 08:18:00,89,9
2023-12-20 08:19:00,4,1,2023-12-20 08:19:00,85,13
2023-12-20 08:20:00,6,0,2023-12-20 08:20:00,80,17
2023-12-20 08:21:00,8,3,2023-12-20 08:21:00,88,9
2023-12-20 08:22:00,3,0,2023-12-20 08:22:00,90,7
2023-12-20 08:23:00,5,0,2023-12-20 08:23:00,91,7
2023-12-20 08:24:00,2,0,2023-12-20 08:24:00,86,11
2023-12-20 08:25:00,6,1,2023-12-20 08:25:00,86,12
2023-12-20 08:26:00,4,1,2023-12-20 08:26:00,88,13
2023-12-20 08:27:00,2,0,2023-12-20 08:27:00,84,18
2023-12-20 08:28:00,3,1,2023-12-20 08:28:00,78,22
2023-12-20 08:29:00,1,0,2023-12-20 08:29:00,83,17
2023-12-20 08:30:00,2,0,2023-12-20 08:30:00,58,32
2023-12-20 08:31:00,7,3,2023-12-20 08:31:00,66,21
2023-12-20 08:32:00,4,0,2023-12-20 08:32:00,71,16
2023-12-20 08:33:00,9,0,2023-12-20 08:33:00,55,30
2023-12-20 08:34:00,2,1,2023-12-20 08:34:00,60,24
2023-12-20 08:35:00,5,0,2023-12-20 08:35:00,60,24
2023-12-20 08:36:00,5,1,2023-12-20 08:36:00,63,21
2023-12-20 08:37:00,3,0,2023-12-20 08:37:00,69,15
2023-12-20 08:38:00,6,0,2023-12-20 08:38:00,57,27
2023-12-20 08:39:00,4,1,2023-12-20 08:39:00,71,13
2023-12-20 08:40:00,3,0,2023-12-20 08:40:00,74,11
2023-12-20 08:41:00,4,3,2023-12-20 08:41:00,69,11
2023-12-20 08:42:00,7,3,2023-12-20 08:42:00,67,10
2023-12-20 08:43:00,4,1,2023-12-20 08:43:00,57,20
2023-12-20 08:44:00,8,2,2023-12-20 08:44:00,60,17
2023-12-20 08:45:00,5,0,2023-12-20 08:45:00,63,14
2023-12-20 08:46:00,3,0,2023-12-20 08:46:00,64,13
2023-12-20 08:47:00,8,1,2023-12-20 08:47:00,70,7
2023-12-20 08:48:00,3,0,2023-12-20 08:48:00,72,7
2023-12-20 08:49:00,8,1,2023-12-20 08:49:00,75,4
2023-12-20 08:50:00,1,0,2023-12-20 08:50:00,70,9
2023-12-20 08:51:00,5,2,2023-12-20 08:51:00,68,10
2023-12-20 08:52:00,6,0,2023-12-20 08:52:00,66,13
2023-12-20 08:53:00,4,0,2023-12-20 08:53:00,62,20
2023-12-20 08:54:00,7,2,2023-12-20 08:54:00,60,22
2023-12-20 08:55:00,3,0,2023-12-20 08:55:00,63,25
2023-12-20 08:56:00,4,2,2023-12-20 08:56:00,64,28
2023-12-20 08:57:00,6,0,2023-12-20 08:57:00,69,23
2023-12-20 08:58:00,3,0,2023-12-20 08:58:00,52,29
2023-12-20 08:59:00,3,0,2023-12-20 08:59:00,47,34
2023-12-20 09:00:00,4,1,2023-12-20 09:00:00,48,33
2023-12-20 09:01:00,7,3,2023-12-20 09:01:00,33,46
2023-12-20 09:02:00,4,1,2023-12-20 09:02:00,36,43
2023-12-20 09:03:00,6,2,2023-12-20 09:03:00,44,35
2023-12-20 09:04:00,3,0,2023-12-20 09:04:00,57,22
2023-12-20 09:05:00,4,1,2023-12-20 09:05:00,57,31
2023-12-20 09:06:00,3,0,2023-12-20 09:06:00,62,29
2023-12-20 09:07:00,3,0,2023-12-20 09:07:00,65,26
2023-12-20 09:08:00,3,0,2023-12-20 09:08:00,68,20
2023-12-20 09:09:00,4,0,2023-12-20 09:09:00,69,19
2023-12-20 09:10:00,3,0,2023-12-20 09:10:00,68,23
2023-12-20 09:11:00,2,0,2023-12-20 09:11:00,73,24
2023-12-20 09:12:00,6,1,2023-12-20 09:12:00,75,22
2023-12-20 09:13:00,5,2,2023-12-20 09:13:00,82,15
2023-12-20 09:14:00,6,1,2023-12-20 09:14:00,80,17
2023-12-20 09:15:00,3,0,2023-12-20 09:15:00,80,17
2023-12-20 09:16:00,3,2,2023-12-20 09:16:00,71,21
2023-12-20 09:17:00,2,1,2023-12-20 09:17:00,79,13
2023-12-20 09:18:00,3,1,2023-12-20 09:18:00,77,14
2023-12-20 09:19:00,3,2,2023-12-20 09:19:00,78,13
2023-12-20 09:20:00,5,0,2023-12-20 09:20:00,75,16
2023-12-20 09:21:00,4,1,2023-12-20 09:21:00,74,17
2023-12-20 09:22:00,3,0,2023-12-20 09:22:00,78,13
2023-12-20 09:23:00,5,2,2023-12-20 09:23:00,79,12
2023-12-20 09:24:00,5,2,2023-12-20 09:24:00,84,7
2023-12-20 09:25:00,3,1,2023-12-20 09:25:00,84,7
2023-12-20 09:26:00,9,3,2023-12-20 09:26:00,82,9
2023-12-20 09:27:00,4,1,2023-12-20 09:27:00,81,11
2023-12-20 09:28:00,3,1,2023-12-20 09:28:00,80,14
2023-12-20 09:29:00,6,0,2023-12-20 09:29:00,65,32
2023-12-20 09:30:00,5,2,2023-12-20 09:30:00,79,17
2023-12-20 09:31:00,5,2,2023-12-20 09:31:00,77,19
2023-12-20 09:32:00,10,2,2023-12-20 09:32:00,82,14
2023-12-20 09:33:00,7,3,2023-12-20 09:33:00,72,24
2023-12-20 09:34:00,4,1,2023-12-20 09:34:00,73,24
2023-12-20 09:35:00,10,2,2023-12-20 09:35:00,67,33
2023-12-20 09:36:00,5,2,2023-12-20 09:36:00,55,34
2023-12-20 09:37:00,6,2,2023-12-20 09:37:00,72,17
2023-12-20 09:38:00,6,1,2023-12-20 09:38:00,73,20
2023-12-20 09:39:00,5,1,2023-12-20 09:39:00,73,20
2023-12-20 09:40:00,6,1,2023-12-20 09:40:00,73,23
2023-12-20 09:41:00,4,1,2023-12-20 09:41:00,70,26
2023-12-20 09:42:00,4,0,2023-12-20 09:42:00,76,24
2023-12-20 09:43:00,4,0,2023-12-20 09:43:00,72,28
2023-12-20 09:44:00,5,2,2023-12-20 09:44:00,85,15
2023-12-20 09:45:00,6,2,2023-12-20 09:45:00,81,16
2023-12-20 09:46:00,6,2,2023-12-20 09:46:00,85,12
2023-12-20 09:47:00,6,3,2023-12-20 09:47:00,81,16
2023-12-20 09:48:00,5,1,2023-12-20 09:48:00,79,18
2023-12-20 09:49:00,4,1,2023-12-20 09:49:00,83,14
2023-12-20 09:50:00,4,0,2023-12-20 09:50:00,79,18
2023-12-20 09:51:00,7,2,2023-12-20 09:51:00,71,17
2023-12-20 09:52:00,4,1,2023-12-20 09:52:00,70,27
2023-12-20 09:53:00,2,1,2023-12-20 09:53:00,82,15
2023-12-20 09:54:00,1,0,2023-12-20 09:54:00,83,14
2023-12-20 09:55:00,5,0,2023-12-20 09:55:00,77,20
2023-12-20 09:56:00,5,2,2023-12-20 09:56:00,79,16
2023-12-20 09:57:00,4,0,2023-12-20 09:57:00,78,16
2023-12-20 09:58:00,2,1,2023-12-20 09:58:00,80,25
2023-12-20 09:59:00,2,2,2023-12-20 09:59:00,92,14
2023-12-20 10:00:00,5,2,2023-12-20 10:00:00,92,14
2023-12-20 10:01:00,1,0,2023-12-20 10:01:00,89,17
2023-12-20 10:02:00,2,0,2023-12-20 10:02:00,81,24
2023-12-20 10:03:00,3,0,2023-12-20 10:03:00,83,22
2023-12-20 10:04:00,4,0,2023-12-20 10:04:00,88,17
2023-12-20 10:05:00,2,1,2023-12-20 10:05:00,83,21
2023-12-20 10:06:00,4,0,2023-12-20 10:06:00,87,19
2023-12-20 10:07:00,4,3,2023-12-20 10:07:00,78,28
2023-12-20 10:08:00,2,1,2023-12-20 10:08:00,77,30
2023-12-20 10:09:00,6,1,2023-12-20 10:09:00,84,24
2023-12-20 10:10:00,4,1,2023-12-20 10:10:00,90,18
2023-12-20 10:11:00,2,0,2023-12-20 10:11:00,91,17
2023-12-20 10:12:00,4,2,2023-12-20 10:12:00,79,29
2023-12-20 10:13:00,2,0,2023-12-20 10:13:00,87,21
2023-12-20 10:14:00,9,0,2023-12-20 10:14:00,85,23
2023-12-20 10:15:00,5,2,2023-12-20 10:15:00,89,22
2023-12-20 10:16:00,8,1,2023-12-20 10:16:00,92,19
2023-12-20 10:17:00,5,0,2023-12-20 10:17:00,88,23
2023-12-20 10:18:00,2,0,2023-12-20 10:18:00,91,20
2023-12-20 10:19:00,3,0,2023-12-20 10:19:00,88,23
2023-12-20 10:20:00,6,1,2023-12-20 10:20:00,82,29
2023-12-20 10:21:00,5,2,2023-12-20 10:21:00,88,23
2023-12-20 10:22:00,5,1,2023-12-20 10:22:00,91,21
2023-12-20 10:23:00,1,0,2023-12-20 10:23:00,89,20
2023-12-20 10:24:00,4,0,2023-12-20 10:24:00,94,15
2023-12-20 10:25:00,5,1,2023-12-20 10:25:00,98,11
2023-12-20 10:26:00,6,0,2023-12-20 10:26:00,98,11
2023-12-20 10:27:00,3,2,2023-12-20 10:27:00,93,16
2023-12-20 10:28:00,7,4,2023-12-20 10:28:00,95,13
2023-12-20 10:29:00,5,4,2023-12-20 10:29:00,85,24
2023-12-20 10:30:00,10,1,2023-12-20 10:30:00,86,23
2023-12-20 10:31:00,3,0,2023-12-20 10:31:00,88,22
2023-12-20 10:32:00,5,1,2023-12-20 10:32:00,84,25
2023-12-20 10:33:00,5,1,2023-12-20 10:33:00,86,22
2023-12-20 10:34:00,6,0,2023-12-20 10:34:00,82,27
2023-12-20 10:35:00,5,1,2023-12-20 10:35:00,70,38
2023-12-20 10:36:00,6,2,2023-12-20 10:36:00,80,27
2023-12-20 10:37:00,6,0,2023-12-20 10:37:00,88,21
2023-12-20 10:38:00,4,0,2023-12-20 10:38:00,80,29
2023-12-20 10:39:00,7,0,2023-12-20 10:39:00,82,27
2023-12-20 10:40:00,1,0,2023-12-20 10:40:00,86,23
2023-12-20 10:41:00,3,2,2023-12-20 10:41:00,90,19
2023-12-20 10:42:00,5,1,2023-12-20 10:42:00,88,21
2023-12-20 10:43:00,5,2,2023-12-20 10:43:00,87,22
2023-12-20 10:44:00,9,1,2023-12-20 10:44:00,83,27
2023-12-20 10:46:00,5,0,2023-12-20 10:46:00,82,26
2023-12-20 10:47:00,6,1,2023-12-20 10:47:00,85,23
2023-12-20 10:48:00,3,1,2023-12-20 10:48:00,83,20
2023-12-20 10:49:00,2,0,2023-12-20 10:49:00,86,20
2023-12-20 10:50:00,7,1,2023-12-20 10:50:00,71,25
2023-12-20 10:51:00,3,1,2023-12-20 10:51:00,68,22
2023-12-20 10:52:00,8,1,2023-12-20 10:52:00,65,24
2023-12-20 10:53:00,3,1,2023-12-20 10:53:00,66,23
2023-12-20 10:54:00,4,0,2023-12-20 10:54:00,66,24
2023-12-20 10:55:00,4,1,2023-12-20 10:55:00,64,25
2023-12-20 10:56:00,3,0,2023-12-20 10:56:00,65,24
2023-12-20 10:57:00,3,0,2023-12-20 10:57:00,62,32
2023-12-20 10:58:00,4,2,2023-12-20 10:58:00,74,29
2023-12-20 10:59:00,5,3,2023-12-20 10:59:00,70,24
2023-12-20 11:00:00,5,1,2023-12-20 11:00:00,70,25
2023-12-20 11:01:00,1,0,2023-12-20 11:01:00,72,23
2023-12-20 11:02:00,6,2,2023-12-20 11:02:00,70,25
2023-12-20 11:03:00,6,0,2023-12-20 11:03:00,68,27
2023-12-20 11:04:00,2,0,2023-12-20 11:04:00,63,35
2023-12-20 11:05:00,3,1,2023-12-20 11:05:00,63,41
2023-12-20 11:06:00,7,0,2023-12-20 11:06:00,67,36
2023-12-20 11:07:00,5,0,2023-12-20 11:07:00,73,32
2023-12-20 11:08:00,4,1,2023-12-20 11:08:00,77,28
2023-12-20 11:09:00,3,0,2023-12-20 11:09:00,74,31
2023-12-20 11:10:00,2,1,2023-12-20 11:10:00,63,33
2023-12-20 11:11:00,5,0,2023-12-20 11:11:00,71,25
2023-12-20 11:12:00,6,2,2023-12-20 11:12:00,68,28
2023-12-20 11:13:00,6,3,2023-12-20 11:13:00,68,28
2023-12-20 11:14:00,5,2,2023-12-20 11:14:00,73,23
2023-12-20 11:15:00,4,0,2023-12-20 11:15:00,73,21
2023-12-20 11:16:00,3,2,2023-12-20 11:16:00,75,25
2023-12-20 11:17:00,4,1,2023-12-20 11:17:00,68,33
2023-12-20 11:18:00,10,2,2023-12-20 11:18:00,73,27
2023-12-20 11:19:00,7,0,2023-12-20 11:19:00,77,21
2023-12-20 11:20:00,10,2,2023-12-20 11:20:00,74,23
2023-12-20 11:21:00,5,1,2023-12-20 11:21:00,69,28
2023-12-20 11:22:00,7,3,2023-12-20 11:22:00,74,23
2023-12-20 11:23:00,2,0,2023-12-20 11:23:00,74,23
2023-12-20 11:24:00,4,1,2023-12-20 11:24:00,64,37
2023-12-20 11:25:00,1,0,2023-12-20 11:25:00,57,45
2023-12-20 11:26:00,5,0,2023-12-20 11:26:00,63,34
2023-12-20 11:27:00,5,1,2023-12-20 11:27:00,59,36
2023-12-20 11:28:00,2,0,2023-12-20 11:28:00,69,23
2023-12-20 11:29:00,7,1,2023-12-20 11:29:00,63,25
2023-12-20 11:30:00,6,1,2023-12-20 11:30:00,52,36
2023-12-20 11:31:00,4,0,2023-12-20 11:31:00,46,42
2023-12-20 11:32:00,7,0,2023-12-20 11:32:00,34,42
2023-12-20 11:33:00,2,2,2023-12-20 11:33:00,48,30
2023-12-20 11:34:00,3,0,2023-12-20 11:34:00,50,27
2023-12-20 11:35:00,1,1,2023-12-20 11:35:00,55,24
2023-12-20 11:36:00,1,1,2023-12-20 11:36:00,52,27
2023-12-20 11:37:00,6,0,2023-12-20 11:37:00,39,40
2023-12-20 11:38:00,7,1,2023-12-20 11:38:00,38,40
2023-12-20 11:39:00,6,3,2023-12-20 11:39:00,39,39
2023-12-20 11:40:00,4,0,2023-12-20 11:40:00,29,50
2023-12-20 11:41:00,7,1,2023-12-20 11:41:00,34,46
2023-12-20 11:42:00,2,1,2023-12-20 11:42:00,46,31
2023-12-20 11:43:00,5,1,2023-12-20 11:43:00,50,27
2023-12-20 11:44:00,2,0,2023-12-20 11:44:00,50,27
2023-12-20 11:45:00,4,0,2023-12-20 11:45:00,51,25
2023-12-20 11:46:00,5,3,2023-12-20 11:46:00,53,23
2023-12-20 11:47:00,5,1,2023-12-20 11:47:00,47,28
2023-12-20 11:48:00,3,0,2023-12-20 11:48:00,54,28
2023-12-20 11:49:00,3,1,2023-12-20 11:49:00,54,36
2023-12-20 11:51:00,3,1,2023-12-20 11:51:00,53,37
2023-12-20 11:52:00,4,1,2023-12-20 11:52:00,63,28
2023-12-20 11:53:00,2,0,2023-12-20 11:53:00,60,31
2023-12-20 11:54:00,5,2,2023-12-20 11:54:00,60,30
2023-12-20 11:55:00,5,1,2023-12-20 11:55:00,60,30
2023-12-20 11:56:00,4,0,2023-12-20 11:56:00,48,43
2023-12-20 11:57:00,6,1,2023-12-20 11:57:00,47,32
2023-12-20 11:58:00,6,1,2023-12-20 11:58:00,47,29
2023-12-20 11:59:00,6,1,2023-12-20 11:59:00,51,29
2023-12-20 12:00:00,5,2,2023-12-20 12:00:00,55,26
2023-12-20 12:01:00,3,2,2023-12-20 12:01:00,52,29
2023-12-20 12:02:00,4,2,2023-12-20 12:02:00,45,36
2023-12-20 12:03:00,5,1,2023-12-20 12:03:00,47,36
2023-12-20 12:04:00,3,1,2023-12-20 12:04:00,48,35
2023-12-20 12:05:00,2,0,2023-12-20 12:05:00,45,37
2023-12-20 12:06:00,4,0,2023-12-20 12:06:00,47,35
2023-12-20 12:07:00,2,1,2023-12-20 12:07:00,48,36
2023-12-20 12:08:00,6,3,2023-12-20 12:08:00,48,37
2023-12-20 12:09:00,3,0,2023-12-20 12:09:00,45,43
2023-12-20 12:10:00,2,0,2023-12-20 12:10:00,45,36
2023-12-20 12:11:00,6,1,2023-12-20 12:11:00,44,37
2023-12-20 12:12:00,8,1,2023-12-20 12:12:00,43,39
2023-12-20 12:13:00,6,2,2023-12-20 12:13:00,35,54
2023-12-20 12:14:00,5,0,2023-12-20 12:14:00,44,52
2023-12-20 12:15:00,4,0,2023-12-20 12:15:00,49,47
2023-12-20 12:16:00,6,0,2023-12-20 12:16:00,49,47
2023-12-20 12:17:00,9,1,2023-12-20 12:17:00,53,43
2023-12-20 12:18:00,1,0,2023-12-20 12:18:00,59,35
2023-12-20 12:19:00,10,1,2023-12-20 12:19:00,61,33
2023-12-20 12:20:00,2,1,2023-12-20 12:20:00,69,25
2023-12-20 12:21:00,3,0,2023-12-20 12:21:00,68,26
2023-12-20 12:22:00,5,2,2023-12-20 12:22:00,71,22
2023-12-20 12:23:00,5,1,2023-12-20 12:23:00,68,24
2023-12-20 12:24:00,6,0,2023-12-20 12:24:00,72,24
2023-12-20 12:25:00,5,1,2023-12-20 12:25:00,61,32
2023-12-20 12:26:00,2,0,2023-12-20 12:26:00,59,32
2023-12-20 12:27:00,4,1,2023-12-20 12:27:00,47,46
2023-12-20 12:28:00,4,1,2023-12-20 12:28:00,61,30
2023-12-20 12:29:00,5,0,2023-12-20 12:29:00,59,35
2023-12-20 12:30:00,7,1,2023-12-20 12:30:00,54,37
2023-12-20 12:31:00,7,1,2023-12-20 12:31:00,62,29
2023-12-20 12:32:00,4,0,2023-12-20 12:32:00,57,26
2023-12-20 12:33:00,3,2,2023-12-20 12:33:00,59,24
2023-12-20 12:34:00,6,4,2023-12-20 12:34:00,46,40
2023-12-20 12:35:00,6,3,2023-12-20 12:35:00,38,49
2023-12-20 12:36:00,8,0,2023-12-20 12:36:00,55,32
2023-12-20 12:37:00,2,0,2023-12-20 12:37:00,53,33
2023-12-20 12:38:00,5,2,2023-12-20 12:38:00,52,34
2023-12-20 12:39:00,8,3,2023-12-20 12:39:00,44,47
2023-12-20 12:40:00,4,3,2023-12-20 12:40:00,46,42
2023-12-20 12:41:00,4,2,2023-12-20 12:41:00,55,36
2023-12-20 12:42:00,7,2,2023-12-20 12:42:00,63,31
2023-12-20 12:43:00,5,1,2023-12-20 12:43:00,64,30
2023-12-20 12:44:00,5,0,2023-12-20 12:44:00,64,31
2023-12-20 12:45:00,6,3,2023-12-20 12:45:00,40,54
2023-12-20 12:46:00,5,1,2023-12-20 12:46:00,40,57
2023-12-20 12:47:00,9,3,2023-12-20 12:47:00,44,50
2023-12-20 12:48:00,5,0,2023-12-20 12:48:00,37,57
2023-12-20 12:49:00,7,0,2023-12-20 12:49:00,40,54
2023-12-20 12:50:00,5,1,2023-12-20 12:50:00,52,43
2023-12-20 12:51:00,3,0,2023-12-20 12:51:00,55,40
2023-12-20 12:52:00,5,1,2023-12-20 12:52:00,54,41
2023-12-20 12:53:00,6,1,2023-12-20 12:53:00,45,48
2023-12-20 12:54:00,6,1,2023-12-20 12:54:00,52,41
2023-12-20 12:55:00,3,0,2023-12-20 12:55:00,65,28
2023-12-20 12:56:00,5,2,2023-12-20 12:56:00,61,32
2023-12-20 12:57:00,4,3,2023-12-20 12:57:00,50,43
2023-12-20 12:58:00,3,1,2023-12-20 12:58:00,56,43
2023-12-20 12:59:00,3,0,2023-12-20 12:59:00,53,46
2023-12-20 13:00:00,3,0,2023-12-20 13:00:00,54,40
2023-12-20 13:01:00,2,2,2023-12-20 13:01:00,51,42
2023-12-20 13:02:00,5,3,2023-12-20 13:02:00,59,31
2023-12-20 13:03:00,3,0,2023-12-20 13:03:00,56,36
2023-12-20 13:04:00,8,3,2023-12-20 13:04:00,47,49
2023-12-20 13:05:00,8,0,2023-12-20 13:05:00,59,38
2023-12-20 13:06:00,4,2,2023-12-20 13:06:00,59,35
2023-12-20 13:07:00,4,2,2023-12-20 13:07:00,61,30
2023-12-20 13:08:00,6,0,2023-12-20 13:08:00,63,34
2023-12-20 13:09:00,5,1,2023-12-20 13:09:00,59,38
2023-12-20 13:10:00,3,0,2023-12-20 13:10:00,64,34
2023-12-20 13:11:00,6,1,2023-12-20 13:11:00,62,28
2023-12-20 13:12:00,5,1,2023-12-20 13:12:00,54,30
2023-12-20 13:13:00,7,2,2023-12-20 13:13:00,56,28
2023-12-20 13:14:00,4,0,2023-12-20 13:14:00,61,32
2023-12-20 13:15:00,8,1,2023-12-20 13:15:00,76,19
2023-12-20 13:16:00,6,2,2023-12-20 13:16:00,76,20
2023-12-20 13:17:00,5,0,2023-12-20 13:17:00,72,25
2023-12-20 13:18:00,7,1,2023-12-20 13:18:00,62,35
2023-12-20 13:19:00,4,0,2023-12-20 13:19:00,69,30
2023-12-20 13:20:00,6,1,2023-12-20 13:20:00,78,23
2023-12-20 13:21:00,5,0,2023-12-20 13:21:00,78,23
2023-12-20 13:22:00,6,1,2023-12-20 13:22:00,70,31
2023-12-20 13:23:00,8,1,2023-12-20 13:23:00,76,25
2023-12-20 13:24:00,6,1,2023-12-20 13:24:00,74,28
2023-12-20 13:25:00,5,2,2023-12-20 13:25:00,77,25
2023-12-20 13:26:00,6,1,2023-12-20 13:26:00,66,38
2023-12-20 13:27:00,9,2,2023-12-20 13:27:00,67,37
2023-12-20 13:28:00,4,1,2023-12-20 13:28:00,79,32
2023-12-20 13:29:00,9,3,2023-12-20 13:29:00,74,40
2023-12-20 13:30:00,5,2,2023-12-20 13:30:00,71,43
2023-12-20 13:31:00,3,1,2023-12-20 13:31:00,78,33
2023-12-20 13:32:00,5,1,2023-12-20 13:32:00,71,43
2023-12-20 13:33:00,8,2,2023-12-20 13:33:00,75,41
2023-12-20 13:34:00,7,2,2023-12-20 13:34:00,77,39
2023-12-20 13:35:00,4,1,2023-12-20 13:35:00,83,34
2023-12-20 13:36:00,4,0,2023-12-20 13:36:00,86,30
2023-12-20 13:37:00,5,1,2023-12-20 13:37:00,87,29
2023-12-20 13:38:00,6,2,2023-12-20 13:38:00,77,40
2023-12-20 13:39:00,7,2,2023-12-20 13:39:00,67,48
2023-12-20 13:40:00,6,2,2023-12-20 13:40:00,74,44
2023-12-20 13:41:00,7,1,2023-12-20 13:41:00,76,42
2023-12-20 13:42:00,7,3,2023-12-20 13:42:00,74,42
2023-12-20 13:43:00,9,1,2023-12-20 13:43:00,73,38
2023-12-20 13:44:00,4,0,2023-12-20 13:44:00,82,28
2023-12-20 13:45:00,5,1,2023-12-20 13:45:00,82,28
